Downloaded,ID,Type,Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Content,Coluna 6,Coluna 7,Coluna 8,Coluna 9,Coluna 10,Coluna 11,Coluna 12,
,Done,1040,"



Pesquisadores Profissionais",,,,,Pesquisadores Profissionais,"rayyan-197785239,Artificial intelligence adoption in extended HR ecosystems: enablers and barriers. An abductive case research.,2023,,,Frontiers in psychology,1664-1078 (Print),14,,1339782,Singh A and Pandey J,https://pubmed.ncbi.nlm.nih.gov/38327504/,eng,,Switzerland,""Artificial intelligence (AI) has disrupted modern workplaces like never before and has induced digital workstyles. These technological advancements are generating significant interest among HR leaders to embrace AI in human resource management (HRM). Researchers and practitioners are keen to investigate the adoption of AI in HRM and the resultant human-machine collaboration. This study investigates HRM specific factors that enable and inhibit the adoption of AI in extended HR ecosystems and adopts a qualitative case research design with an abductive approach. It studies three well-known Indian companies at different stages of AI adoption in HR functions. This research investigates key enablers such as optimistic and collaborative employees, strong digital leadership, reliable HR data, specialized HR partners, and well-rounded AI ethics. The study also examines barriers to adoption: the inability to have a timely pulse check of employees' emotions, ineffective collaboration of HR employees with digital experts as well as external HR partners, and not embracing AI ethics. This study contributes to the theory by providing a model for AI adoption and proposes additions to the unified theory of acceptance and use of technology in the context of AI adoption in HR ecosystems. The study also contributes to the best-in-class industry HR practices and digital policy formulation to reimagine workplaces, promote harmonious human-AI collaboration, and make workplaces future-ready in the wake of massive digital disruptions."",""RAYYAN-INCLUSION: {""""lualevale@gmail.com""""=>""""Included""""}"",10.3389/fpsyg.2023.1339782,"""",38327504,PMC10847531
",,,,,,,,
,Done,1041,"



PROD Desenvolvedores Comitê de Etica",,,,,PROD Desenvolvedores Comitê de Etica,"rayyan-197785242,Artificial intelligence in nursing: Priorities and opportunities from an international invitational think-tank of the Nursing and Artificial Intelligence Leadership Collaborative.,2021,9,,Journal of advanced nursing,1365-2648 (Electronic),77,9,3707-3717,Ronquillo CE and Peltonen LM and Pruinelli L and Chu CH and Bakken S and Beduschi A and Cato K and Hardiker N and Junger A and Michalowski M and Nyrup R and Rahimi S and Reed DN and Salakoski T and Salanterä S and Walton N and Weber P and Wiegand T and Topaz M,https://pubmed.ncbi.nlm.nih.gov/34003504/,eng,,England,""AIM: To develop a consensus paper on the central points of an international invitational think-tank on nursing and artificial intelligence (AI). METHODS: We established the Nursing and Artificial Intelligence Leadership (NAIL) Collaborative, comprising interdisciplinary experts in AI development, biomedical ethics, AI in primary care, AI legal aspects, philosophy of AI in health, nursing practice, implementation science, leaders in health informatics practice and international health informatics groups, a representative of patients and the public, and the Chair of the ITU/WHO Focus Group on Artificial Intelligence for Health. The NAIL Collaborative convened at a 3-day invitational think tank in autumn 2019. Activities included a pre-event survey, expert presentations and working sessions to identify priority areas for action, opportunities and recommendations to address these. In this paper, we summarize the key discussion points and notes from the aforementioned activities. IMPLICATIONS FOR NURSING: Nursing's limited current engagement with discourses on AI and health posts a risk that the profession is not part of the conversations that have potentially significant impacts on nursing practice. CONCLUSION: There are numerous gaps and a timely need for the nursing profession to be among the leaders and drivers of conversations around AI in health systems. IMPACT: We outline crucial gaps where focused effort is required for nursing to take a leadership role in shaping AI use in health systems. Three priorities were identified that need to be addressed in the near future: (a) Nurses must understand the relationship between the data they collect and AI technologies they use", (b) Nurses need to be meaningfully involved in all stages of AI: from development to implementation," and (c) There is a substantial untapped and an unexplored potential for nursing to contribute to the development of AI technologies for global health and humanitarian efforts."",""RAYYAN-INCLUSION: {""""lualevale@gmail.com""""=>""""Included""""}"",10.1111/jan.14855,*Artificial Intelligence",Humans,*Leadership,"Technology,34003504,PMC7612744",,,
,Done,1043,"



Pesquisadores  Desenvolvedores Comitê de Etica",,,,,Pesquisadores  Desenvolvedores Comitê de Etica,"rayyan-197785244,A practical guide to the implementation of AI in orthopaedic research - part 1: opportunities in clinical application and overcoming existing challenges.,2023,11,16,Journal of experimental orthopaedics,2197-1153 (Print),10,1,117,Zsidai B and Hilkert AS and Kaarre J and Narup E and Senorski EH and Grassi A and Ley C and Longo UG and Herbst E and Hirschmann MT and Kopf S and Seil R and Tischer T and Samuelsson K and Feldt R,https://pubmed.ncbi.nlm.nih.gov/37968370/,eng,,United States,""Artificial intelligence (AI) has the potential to transform medical research by improving disease diagnosis, clinical decision-making, and outcome prediction. Despite the rapid adoption of AI and machine learning (ML) in other domains and industry, deployment in medical research and clinical practice poses several challenges due to the inherent characteristics and barriers of the healthcare sector. Therefore, researchers aiming to perform AI-intensive studies require a fundamental understanding of the key concepts, biases, and clinical safety concerns associated with the use of AI. Through the analysis of large, multimodal datasets, AI has the potential to revolutionize orthopaedic research, with new insights regarding the optimal diagnosis and management of patients affected musculoskeletal injury and disease. The article is the first in a series introducing fundamental concepts and best practices to guide healthcare professionals and researcher interested in performing AI-intensive orthopaedic research studies. The vast potential of AI in orthopaedics is illustrated through examples involving disease- or injury-specific outcome prediction, medical image analysis, clinical decision support systems and digital twin technology. Furthermore, it is essential to address the role of human involvement in training unbiased, generalizable AI models, their explainability in high-risk clinical settings and the implementation of expert oversight and clinical safety measures for failure. In conclusion, the opportunities and challenges of AI in medicine are presented to ensure the safe and ethical deployment of AI models for orthopaedic research and clinical application. Level of evidence IV."",""RAYYAN-INCLUSION: {""""lualevale@gmail.com""""=>""""Included""""}"",10.1186/s40634-023-00683-z,"""",37968370,PMC10651597",,,,,,,,
,Done,1044,"



Profissionais Desenvolvedores",,,,,Profissionais Desenvolvedores,"rayyan-197785245,Leveraging deep neural network and language models for predicting long-term hospitalization risk in schizophrenia.,2025,3,5,""Schizophrenia (Heidelberg, Germany)"",2754-6993 (Electronic),11,1,35,Bao Y and Wang W and Liu Z and Wang W and Zhao X and Yu S and Lin GN,https://pubmed.ncbi.nlm.nih.gov/40044707/,eng,,Germany,""Early warning of long-term hospitalization in schizophrenia (SCZ) patients at the time of admission is crucial for effective resource allocation and individual treatment planning. In this study, we developed a deep learning model that integrates demographic, behavioral, and blood test data from admission to forecast extended hospital stays using a retrospective cohort. By utilizing language models, our developed algorithm efficiently extracts 95% of the unstructured electronic health records data needed for this work, while ensuring data privacy and low error rate. This paradigm has also been demonstrated to have significant advantages in reducing potential discrimination and erroneous dependencies. By utilizing multimodal features, our deep learning model achieved a classification accuracy of 0.81 and an AUC of 0.9. Key risk factors identified included advanced age, longer disease duration, and blood markers such as elevated neutrophil-to-lymphocyte ratio, lower lymphocyte percentage, and reduced albumin levels, validated through comprehensive interpretability analyses and ablation studies. The inclusion of multimodal data significantly improved prediction performance, with demographic variables alone achieving an accuracy of 0.73, which increased to 0.81 with the addition of behavioral and blood test data. Our approach outperformed traditional machine learning methods, which were less effective in predicting long-term stays. This study demonstrates the potential of integrating diverse data types for enhanced predictive accuracy in mental health care, providing a robust framework for early intervention and personalized treatment in SCZ management."",""RAYYAN-INCLUSION: {""""lualevale@gmail.com""""=>""""Included""""}"",10.1038/s41537-025-00585-2,"""",40044707,PMC11882783",,,,,,,,
,Done,1045,"



Pesquisadores Desenvolvedores",,,,,Pesquisadores Desenvolvedores,"rayyan-197785246,Using natural language processing methods to classify use status of dietary supplements in clinical notes.,2018,7,23,BMC medical informatics and decision making,1472-6947 (Electronic),18,,51,Fan Y and Zhang R,https://pubmed.ncbi.nlm.nih.gov/30066648/,eng,,England,""BACKGROUND: Despite widespread use, the safety of dietary supplements is open to doubt due to the fact that they can interact with prescribed medications, leading to dangerous clinical outcomes. Electronic health records (EHRs) provide a potential way for active pharmacovigilance on dietary supplements since a fair amount of dietary supplement information, especially those on use status, can be found in clinical notes. Extracting such information is extremely significant for subsequent supplement safety research. METHODS: In this study, we collected 2500 sentences for 25 commonly used dietary supplements and annotated into four classes: Continuing (C), Discontinued (D), Started (S) and Unclassified (U). Both rule-based and machine learning-based classifiers were developed on the same training set and evaluated using the hold-out test set. The performances of the two classifiers were also compared. RESULTS: The rule-based classifier achieved F-measure of 0.90, 0.85, 0.90, and 0.86 in C, D, S, and U status, respectively. The optimal machine learning-based classifier (Maximum Entropy) achieved F-measure of 0.90, 0.92, 0.91 and 0.88 in C, D, S, and U status, respectively. The comparison result shows that the machine learning-based classifier has a better performance, which is more efficient and scalable especially when the sample size doubles. CONCLUSIONS: Machine learning-based classifier outperforms rule-based classifier in categorization of the use status of dietary supplements in clinical notes. Future work includes applying deep learning methods and developing a hybrid system to approach use status classification task."",""RAYYAN-INCLUSION: {""""lualevale@gmail.com""""=>""""Included""""}"",10.1186/s12911-018-0626-6,*Dietary Supplements",Documentation,Electronic Health Records,Humans,Machine Learning,"*Natural Language Processing,30066648,PMC6069512",,,
,Done,1046,"



Pesquisadores Desenvolvedores",,,,,Pesquisadores Desenvolvedores,"rayyan-197785247,Systematic characterization of germline variants from the DiscovEHR study endometrial carcinoma population.,2019,5,3,BMC medical genomics,1755-8794 (Electronic),12,1,59,Miller JE and Metpally RP and Person TN and Krishnamurthy S and Dasari VR and Shivakumar M and Lavage DR and Cook AM and Carey DJ and Ritchie MD and Kim D and Gogoi R,https://pubmed.ncbi.nlm.nih.gov/31053132/,eng,,England,""BACKGROUND: Endometrial cancer (EMCA) is the fifth most common cancer among women in the world. Identification of potentially pathogenic germline variants from individuals with EMCA will help characterize genetic features that underlie the disease and potentially predispose individuals to its pathogenesis. METHODS: The Geisinger Health System's (GHS) DiscovEHR cohort includes exome sequencing on over 50,000 consenting patients, 297 of whom have evidence of an EMCA diagnosis in their electronic health record. Here, rare variants were annotated as potentially pathogenic. RESULTS: Eight genes were identified as having increased burden in the EMCA cohort relative to the non-cancer control cohort. None of the eight genes had an increased burden in the other hormone related cancer cohort from GHS, suggesting they can help characterize the underlying genetic variation that gives rise to EMCA. Comparing GHS to the cancer genome atlas (TCGA) EMCA germline data illustrated 34 genes with potentially pathogenic variation and eight unique potentially pathogenic variants that were present in both studies. Thus, similar germline variation among genes can be observed in unique EMCA cohorts and could help prioritize genes to investigate for future work. CONCLUSION: In summary, this systematic characterization of potentially pathogenic germline variants describes the genetic underpinnings of EMCA through the use of data from a single hospital system."",""RAYYAN-INCLUSION: {""""lualevale@gmail.com""""=>""""Included""""}"",10.1186/s12920-019-0504-9,""Adult",Aged,"Aged, 80 and over",Cohort Studies,*Electronic Health Records,Endometrial Neoplasms/*genetics/pathology,Female,*Germ-Line Mutation,
,Done,1047,"



Profissionais Desenvolvedores",,,,,Profissionais Desenvolvedores,"rayyan-197785249,Intervention design for artificial intelligence-enabled macular service implementation: a primary qualitative study.,2024,11,26,Implementation science communications,2662-2211 (Electronic),5,1,131,Hogg HDJ and Brittain K and Talks J and Keane PA and Maniatopoulos G,https://pubmed.ncbi.nlm.nih.gov/39593115/,eng,,England,""BACKGROUND: Neovascular age-related macular degeneration (nAMD) is one of the largest single-disease contributors to hospital outpatient appointments. Challenges in finding the clinical capacity to meet this demand can lead to sight-threatening delays in the macular services that provide treatment. Clinical artificial intelligence (AI) technologies pose one opportunity to rebalance demand and capacity in macular services. However, there is a lack of evidence to guide early-adopters seeking to use AI as a solution to demand-capacity imbalance. This study aims to provide guidance for these early adopters on how AI-enabled macular services may best be implemented by exploring what will influence the outcome of AI implementation and why. METHODS: Thirty-six semi-structured interviews were conducted with participants. Data were analysed with the Nonadoption, Abandonment, Scale-up, Spread and Sustainability (NASSS) framework to identify factors likely to influence implementation outcomes. These factors and the primary data then underwent a secondary analysis using the Fit between Individuals, Technology and Task (FITT) framework to propose an actionable intervention. RESULTS: nAMD treatment should be initiated at face-to-face appointments with clinicians who recommend year-long periods of AI-enabled scheduling of treatments. This aims to maintain or enhance the quality of patient communication, whilst reducing consultation frequency. Appropriately trained photographers should take on the additional roles of inputting retinal imaging into the AI device and overseeing its communication to clinical colleagues, while ophthalmologists assume clinical oversight and consultation roles. Interoperability to facilitate this intervention would best be served by imaging equipment that can send images to the cloud securely for analysis by AI tools. Picture Archiving and Communication Software (PACS) should have the capability to output directly into electronic medical records (EMR) familiar to clinical and administrative staff. CONCLUSION: There are many enablers to implementation and few of the remaining barriers relate directly to the AI technology itself. The proposed intervention requires local tailoring and prospective evaluation but can support early adopters in optimising the chances of success from initial efforts to implement AI-enabled macular services. PROTOCOL REGISTRATION: Hogg HDJ, Brittain K, Teare D, Talks J, Balaskas K, Keane P, Maniatopoulos G. Safety and efficacy of an artificial intelligence-enabled decision tool for treatment decisions in neovascular age-related macular degeneration and an exploration of clinical pathway integration and implementation: protocol for a multi-methods validation study. BMJ Open. 2023 Feb 1",13(2):e069443. https://doi.org/10.1136/bmjopen-2022-069443 . PMID: 36725098," PMCID: PMC9896175."",""RAYYAN-INCLUSION: {""""lualevale@gmail.com""""=>""""Included""""}"",10.1186/s43058-024-00667-9,"""",39593115,PMC11600873",,,,,,
,Done,1048,"



Profissionais",,,,,Profissionais,"rayyan-197785252,Advancing mobile learning in Australian healthcare environments: nursing profession organisation perspectives and leadership challenges.,2018,,,BMC nursing,1472-6955 (Print),17,,44,Mather CA and Cummings EA and Gale F,https://pubmed.ncbi.nlm.nih.gov/30459525/,eng,,England,""BACKGROUND: Access to, and use of, mobile or portable devices for learning at point of care within Australian healthcare environments is poorly governed. An absence of clear direction at systems, organisation and individual levels has created a mobile learning paradox, whereby although nurses understand the benefits of seeking and retrieving discipline or patient-related knowledge and information in real-time, mobile learning is not an explicitly sanctioned nursing activity. The purpose of this study was to understand the factors influencing mobile learning policy development from the perspective of professional nursing organisations. METHODS: Individual semi-structured interviews were undertaken with representatives from professional nursing organisations in December 2016 and January 2017. Recruitment was by email and telephone. Qualitative analysis was conducted to identify the key themes latent in the transcribed data. RESULTS: Risk management, perceived use of mobile technology, connectivity to information and real-time access were key themes that emerged from the analysis, collectively identifying the complexity of innovating within an established paradigm. Despite understanding the benefits and risks associated with using mobile technology at point of care, nursing representatives were reluctant to exert agency and challenge traditional work patterns to alter the status quo. CONCLUSIONS: The themes highlighted the complexity of accessing and using mobile technology for informal learning and continuing professional development. Mobile learning cannot occur at point of care until the factors identified are addressed. Additionally, a reluctance by nurses within professional organisations to advance protocols to govern digital professionalism needs to be overcome. For mobile learning to be perceived as a legitimate nursing function requires a more wholistic approach to risk management that includes all stakeholders, at all levels. The goal should be to develop revised protocols that establish a better balance between the costs and benefits of access to information technology in real-time by nurses."",""RAYYAN-INCLUSION: {""""lualevale@gmail.com""""=>""""Included""""}"",10.1186/s12912-018-0313-z,"""",30459525,PMC6233582",,,,,,,,
,Done,1049,"



Pesquisadores População",,,,,Pesquisadores População,"rayyan-197785254,Factors associated with reduction in quality of life after SARS-CoV-2 infection.,2025,2,26,Scientific reports,2045-2322 (Electronic),15,1,6833,Neumann C and Hartung TJ and Boje K and Bahmer T and Keil J and Lieb W and Franzpoetter K and Welzel J and Chaplinskaya-Sobol I and Endres M and Geritz J and Haeusler KG and Heuschmann P and Hinz A and Hopff S and Horn A and Nuernberger C and Schmidbauer L and Krawczak M and Ruß AK and Krist L and Keil T and Kudelka J and Maetzler C and Mehnert-Theuerkauf A and Montellano FA and Morbach C and Schmidt S and Heyckendorf J and Steigerwald F and Stoerk S and Lemhoefer C and Schreiber S and Finke C and Maetzler W,https://pubmed.ncbi.nlm.nih.gov/40000883/,eng,,England,""Long-term changes in health-related quality of life (HrQoL) after SARS-CoV-2 infection are common, but their causes and consequences are poorly understood. This prospective, population-based study examined associations between HrQoL and 49 demographic and clinical variables. HrQoL was assessed using the European Quality-of-Life-5-Dimensions-5-Level-Version in 3,475 participants (56% female"," aged 18-88 years) approximately 9 months (baseline) and 26 months (follow-up) after their initial infection. Results were compared with the demographic and clinical variables using recursive feature elimination and random forest regression analyses. A statistically significant improvement in HrQoL was observed during the observation period. At baseline, 39% of the variance in HrQoL was explained by fatigue, muscle pain, number of remaining symptoms (RS), perceived stress, and age. At follow-up, fatigue, RS, perceived stress, muscle and joint pain, and age explained 54% of the variance in HrQoL. Changes in HrQoL were associated with changes in fatigue, RS, and perceived stress, meaning that if these decreased from baseline to follow-up, then HrQoL was improved. However, it was not possible to predict whether an individual's HrQoL would improve or worsen 1 year later based on baseline variable scores. The aforementioned symptoms are specifically associated with impairment in the population's usual activities."",""RAYYAN-INCLUSION: {""""lualevale@gmail.com""""=>""""Included""""}"",10.1038/s41598-025-91388-z,""Humans",*Quality of Life,*COVID-19/psychology/epidemiology,Female,Middle Aged,Adult,Male,
,Done,1050,"



Pesquisadores Profissionais Desenvolvedores",,,,,Pesquisadores Profissionais Desenvolvedores,"rayyan-197785255,Skeletal development of the hand and wrist: digital bone age companion-a suitable alternative to the Greulich and Pyle atlas for bone age assessment?,2017,6,,Skeletal radiology,1432-2161 (Electronic),46,6,785-793,Bunch PM and Altes TA and McIlhenny J and Patrie J and Gaskin CM,https://pubmed.ncbi.nlm.nih.gov/28343328/,eng,,Germany,""PURPOSE: To assess reader performance and subjective workflow experience when reporting bone age studies with a digital bone age reference as compared to the Greulich and Pyle atlas (G&P). We hypothesized that pediatric radiologists would achieve equivalent results with each method while digital workflow would improve speed, experience, and reporting quality. MATERIALS AND METHODS: IRB approval was obtained for this HIPAA-compliant study. Two pediatric radiologists performed research interpretations of bone age studies randomized to either the digital (Digital Bone Age Companion, Oxford University Press) or G&P method, generating reports to mimic clinical workflow. Bone age standard selection, interpretation-reporting time, and user preferences were recorded. Reports were reviewed for typographical or speech recognition errors. Comparisons of agreement were conducted by way of Fisher's exact tests. Interpretation-reporting times were analyzed on the natural logarithmic scale via a linear mixed model and transformed to the geometric mean. Subjective workflow experience was compared with an exact binomial test. Report errors were compared via a paired random permutation test. RESULTS: There was no difference in bone age determination between atlases (p = 0.495). The interpretation-reporting time (p < 0.001) was significantly faster with the digital method. The faculty indicated preference for the digital atlas (p < 0.001). Signed reports had fewer errors with the digital atlas (p < 0.001). CONCLUSIONS: Bone age study interpretations performed with the digital method were similar to those performed with the Greulich and Pyle atlas. The digital atlas saved time, improved workflow experience, and reduced reporting errors relative to the Greulich and Pyle atlas when integrated into electronic workflow."",""RAYYAN-INCLUSION: {""""lualevale@gmail.com""""=>""""Included""""}"",10.1007/s00256-017-2616-7,""Adolescent",Age Determination by Skeleton/*methods,Child,"Child, Preschool",Female,Hand/*anatomy & histology/diagnostic imaging,Humans,Infant,
,Done,1051,"



População Comitê de Etica",,,,,População Comitê de Etica,"rayyan-197785258,Should Digital Contact Tracing Technologies be used to Control COVID-19? Perspectives from an Australian Public Deliberation.,2022,6,,Health care analysis : HCA : journal of health philosophy and policy,1573-3394 (Electronic),30,2,97-114,Degeling C and Hall J and Johnson J and Abbas R and Bag S and Gilbert GL,https://pubmed.ncbi.nlm.nih.gov/34697720/,eng,,Netherlands,""Mobile phone-based applications (apps) can promote faster targeted actions to control COVID-19. However, digital contact tracing systems raise concerns about data security, system effectiveness, and their potential to normalise privacy-invasive surveillance technologies. In the absence of mandates, public uptake depends on the acceptability and perceived legitimacy of using technologies that log interactions between individuals to build public health capacity. We report on six online deliberative workshops convened in New South Wales to consider the appropriateness of using the COVIDSafe app to enhance Australian contact tracing systems. All groups took the position (by majority) that the protections enacted in the app design and supporting legislation were appropriate. This support is contingent on several system attributes including: the voluntariness of the COVIDSafe app", that the system relies on proximity rather than location tracking," and, that data access is restricted to local public health practitioners undertaking contact tracing. Despite sustained scepticism in media coverage, there was an underlying willingness to trust Australian governing institutions such that in principle acceptance of the new contact tracing technology was easy to obtain. However, tensions between the need to prove system effectiveness through operational transparency and requirements for privacy protections could be limiting public uptake. Our study shows that informed citizens are willing to trade their privacy for common goods such as COVID-19 suppression. But low case numbers and cautionary public discourses can make trustworthiness difficult to establish because some will only do so when it can be demonstrated that the benefits justify the costs to individuals."",""RAYYAN-INCLUSION: {""""lualevale@gmail.com""""=>""""Included""""}"",10.1007/s10728-021-00441-1,Australia/epidemiology",*COVID-19/epidemiology/prevention & control,Contact Tracing,Humans,*Mobile Applications,"Privacy,34697720,PMC8545621",
,Done,1052,"



Pesquisadores Profissionais Comitê de Etica",,,,,Pesquisadores Profissionais Comitê de Etica,"rayyan-197785259,Laying Anchor: Inserting Precision Health into a Public Health Genetics Policy Course.,2018,8,3,""Healthcare (Basel, Switzerland)"",2227-9032 (Print),6,3,,Modell SM and Citrin T and Kardia SLR,https://pubmed.ncbi.nlm.nih.gov/30081448/,eng,,Switzerland,""The United States Precision Medicine Initiative (PMI) was announced by then President Barack Obama in January 2015. It is a national effort designed to take into account genetic, environmental, and lifestyle differences in the development of individually tailored forms of treatment and prevention. This goal was implemented in March 2015 with the formation of an advisory committee working group to provide a framework for the proposed national research cohort of one million or more participants. The working group further held a public workshop on participant engagement and health equity, focusing on the design of an inclusive cohort, building public trust, and identifying active participant engagement features for the national cohort. Precision techniques offer medical and public health practitioners the opportunity to personally tailor preventive and therapeutic regimens based on informatics applied to large volume genotypic and phenotypic data. The PMI's (All of Us Research Program's) medical and public health promise, its balanced attention to technical and ethical issues, and its nuanced advisory structure made it a natural choice for inclusion in the University of Michigan course """"Issues in Public Health Genetics"""" (HMP 517), offered each fall by the University's School of Public Health. In 2015, the instructors included the PMI as the recurrent case study introduced at the beginning and referred to throughout the course, and as a class exercise allowing students to translate issues into policy. In 2016, an entire class session was devoted to precision medicine and precision public health. In this article, we examine the dialogues that transpired in these three course components, evaluate session impact on student ability to formulate PMI policy, and share our vision for next-generation courses dealing with precision health. Methodology: Class materials (class notes, oral exercise transcripts, class exercise written hand-ins) from the three course components were inspected and analyzed for issues and policy content. The purpose of the analysis was to assess the extent to which course components have enabled our students to formulate policy in the precision public health area. Analysis of student comments responding to questions posed during the initial case study comprised the initial or """"pre-"""" categories. Analysis of student responses to the class exercise assignment, which included the same set of questions, formed the """"post-"""" categories. Categories were validated by cross-comparison among the three authors, and inspected for frequency with which they appeared in student responses. Frequencies steered the selection of illustrative quotations, revealing the extent to which students were able to convert issue areas into actual policies. Lecture content and student comments in the precision health didactic session were inspected for degree to which they reinforced and extended the derived categories. Results: The case study inspection yielded four overarching categories: (1) assurance (access, equity, disparities)"," (2) participation (involvement, representativeness)"," (3) ethics (consent, privacy, benefit sharing)"," and (4) treatment of people (stigmatization, discrimination). Class exercise inspection and analysis yielded three additional categories: (5) financial", (6) educational," and (7) trust-building. The first three categories exceeded the others in terms of number of student mentions (8?14 vs. 4?6 mentions). Three other categories were considered and excluded because of infrequent mention. Students suggested several means of trust-building, including PMI personnel working with community leaders, stakeholder consultation, networking, and use of social media. Student representatives prioritized participant and research institution access to PMI information over commercial access. Multiple schemes were proposed for participant consent and return of results. Both pricing policy and Medicaid coverage were touched on. During the didactic session, students commented on the importance of provider training in precision health. Course evaluation highlighted the need for clarity on the organizations involved in the PMI, and leaving time for student-student interaction. Conclusions: While some student responses during the exercise were terse, an evolution was detectable over the three course components in student ability to suggest tangible policies and steps for implementation. Students also gained surety in presenting policy positions to a peer audience. Students came up with some very creative suggestions, such as use of an electronic platform to assure participant involvement in the disposition of their biological sample and personal health information, and alternate examples of ways to manage large volumes of data. An examination of socio-ethical issues and policies can strengthen student understanding of the directions the Precision Medicine Initiative is taking, and aid in training for the application of more varied precision medicine and public health techniques, such as tier 1 genetic testing and whole genome and exome sequencing. Future course development may reflect additional features of the ongoing All of Us Research Program, and further articulate precision public health approaches applying to populations as opposed to single individuals."",""RAYYAN-INCLUSION: {""""lualevale@gmail.com""""=>""""Included""""}"",10.3390/healthcare6030093,"""",30081448,PMC6163426",,,
,Done,1054,"



Profissionais Desenvolvedores Comitê de Etica",,,,,Profissionais Desenvolvedores Comitê de Etica,"rayyan-197785262,An Iterative and Collaborative End-to-End Methodology Applied to Digital Mental Health.,2021,,,Frontiers in psychiatry,1664-0640 (Print),12,,574440,Boulos LJ and Mendes A and Delmas A and Chraibi Kaadoud I,https://pubmed.ncbi.nlm.nih.gov/34630171/,eng,,Switzerland,""Artificial intelligence (AI) algorithms together with advances in data storage have recently made it possible to better characterize, predict, prevent, and treat a range of psychiatric illnesses. Amid the rapidly growing number of biological devices and the exponential accumulation of data in the mental health sector, the upcoming years are facing a need to homogenize research and development processes in academia as well as in the private sector and to centralize data into federalizing platforms. This has become even more important in light of the current global pandemic. Here, we propose an end-to-end methodology that optimizes and homogenizes digital research processes. Each step of the process is elaborated from project conception to knowledge extraction, with a focus on data analysis. The methodology is based on iterative processes, thus allowing an adaptation to the rate at which digital technologies evolve. The methodology also advocates for interdisciplinary (from mathematics to psychology) and intersectoral (from academia to the industry) collaborations to merge the gap between fundamental and applied research. We also pinpoint the ethical challenges and technical and human biases (from data recorded to the end user) associated with digital mental health. In conclusion, our work provides guidelines for upcoming digital mental health studies, which will accompany the translation of fundamental mental health research to digital technologies."",""RAYYAN-INCLUSION: {""""lualevale@gmail.com""""=>""""Included""""}"",10.3389/fpsyt.2021.574440,"""",34630171,PMC8495427",,,,,,,,
,Done,1055,"



Desenvolvedores",,,,,Desenvolvedores,"rayyan-197785263,Empowering access: unveiling an overall composite spatial accessibility index to healthcare services in Southeastern Iran.,2025,2,3,International journal for equity in health,1475-9276 (Electronic),24,1,35,Raeesi A and Hashtarkhani S and Tara M and Sargolzaei N and Kiani B,https://pubmed.ncbi.nlm.nih.gov/39901168/,eng,,England,""BACKGROUND: Access to healthcare is critical for population health"," however, geographic barriers persist especially in rural and deprived regions. This study aims to develop an overall composite potential spatial accessibility index to healthcare facilities and services in Sistan and Baluchestan Province in southeast Iran. METHODS: This study employed the enhanced two-step floating catchment area (E2SFCA) method to create an overall composite spatial accessibility index for healthcare facilities and services in Sistan and Baluchestan Province, southeast Iran. Spatial accessibility for general practitioners, nursing, dentistry, midwifery, pharmacy, medical laboratory, nutrition, public health, radiology, psychology, environmental health, rural health workers, inpatient hospital beds, and five medical specialty services were calculated. Spatial accessibility scores were normalized from 0 to 1 (no access = 0, low = 0.01 to 0.33, moderate = 0.331 to 0.66, high = 0.661 to 1) and aggregated into overall indices of primary, secondary, and overall healthcare accessibility for each district. Inequality was assessed using the Lorenz curve and Gini coefficient analysis. RESULTS: Low geographic accessibility was found across Sistan and Baluchestan Province, especially in rural areas. Almost 75% of the population had low/no access to overall primary care services within a 30-minute drive time. For secondary care, nearly 45% had low/no access to hospital inpatient beds within a 30-minute drive time, and around 40% had low/no access to specialists within a 60-minute drive time. Just 11.6% of the population had high overall healthcare access. The calculated Gini coefficient of 0.517 for the overall spatial accessibility index to healthcare services in Sistan and Baluchestan Province highlights a highly unequal distribution of healthcare services. CONCLUSIONS: This study demonstrates a useful replicable methodology that combines individual service accessibility metrics into an overall spatial healthcare access index. Furthermore, this study provides evidence of major shortfalls in healthcare access across Sistan and Baluchestan Province. Targeted strategies are required to increase the availability and capacity of services in underserved communities. Improving geographic access is key for progressing towards universal coverage and better population health."",""RAYYAN-INCLUSION: {""""lualevale@gmail.com""""=>""""Included""""}"",10.1186/s12939-025-02399-1,Humans",*Health Services Accessibility/statistics & numerical data,Iran,Rural Population/statistics & numerical data,Healthcare Disparities/statistics & numerical data,Spatial Analysis,"Rural Health Services/statistics & numerical data/supply & distribution,39901168,PMC11792305",
